#SampleID	anonymized_name	collection_timestamp	commonloungetime_hr	description	floor	geo_loc_name	host_life_stage	host_subject_id	hoursoutside	lastshower_day	plants	roomateids	roomates	sample_type	samplenum	sex	sheetwashfreq_week	surface	surfaceaggregated	surfacegroup	timepoint	washlast_day	windowsopenhours	sheetwashfreq_binned	last_shower_binned	hoursoutside_binned
12470.Env.Md4.4	Env	2016	NA	sample of Main Door	5	US:IL:Chicago	Not applicable	Env.Md4.4	NA	NA	NA	NA	NA	surface	92	NA	NA	Md4	Main Door	Hand	4	NA	NA			
12470.Env.Tb1.1	Env	2016	NA	sample of Table	1	US:IL:Chicago	Not applicable	Env.Tb1.1	NA	NA	NA	NA	NA	surface	47	NA	NA	Tb1	Table	Hand	1	NA	NA			
12470.Env.Tb1.2	Env	2016	NA	sample of Table	1	US:IL:Chicago	Not applicable	Env.Tb1.2	NA	NA	NA	NA	NA	surface	344	NA	NA	Tb1	Table	Hand	2	NA	NA			
12470.Env.Tb1.3	Env	2016	NA	sample of Table	1	US:IL:Chicago	Not applicable	Env.Tb1.3	NA	NA	NA	NA	NA	surface	69	NA	NA	Tb1	Table	Hand	3	NA	NA			
12470.Env.Tb1.4	Env	2016	NA	sample of Table	1	US:IL:Chicago	Not applicable	Env.Tb1.4	NA	NA	NA	NA	NA	surface	91	NA	NA	Tb1	Table	Hand	4	NA	NA			
12470.Env.Tb2.1	Env	2016	NA	sample of Table	5	US:IL:Chicago	Not applicable	Env.Tb2.1	NA	NA	NA	NA	NA	surface	46	NA	NA	Tb2	Table	Hand	1	NA	NA			
12470.Env.Tb2.2	Env	2016	NA	sample of Table	5	US:IL:Chicago	Not applicable	Env.Tb2.2	NA	NA	NA	NA	NA	surface	343	NA	NA	Tb2	Table	Hand	2	NA	NA			
12470.Env.Tb2.3	Env	2016	NA	sample of Table	5	US:IL:Chicago	Not applicable	Env.Tb2.3	NA	NA	NA	NA	NA	surface	72	NA	NA	Tb2	Table	Hand	3	NA	NA			
12470.Env.Tb2.4	Env	2016	NA	sample of Table	5	US:IL:Chicago	Not applicable	Env.Tb2.4	NA	NA	NA	NA	NA	surface	295	NA	NA	Tb2	Table	Hand	4	NA	NA			
12470.Env.Tb3.1	Env	2016	NA	sample of Table	5	US:IL:Chicago	Not applicable	Env.Tb3.1	NA	NA	NA	NA	NA	surface	48	NA	NA	Tb3	Table	Hand	1	NA	NA			
12470.Env.Tb3.2	Env	2016	NA	sample of Table	5	US:IL:Chicago	Not applicable	Env.Tb3.2	NA	NA	NA	NA	NA	surface	379	NA	NA	Tb3	Table	Hand	2	NA	NA			
12470.Env.Tb3.3	Env	2016	NA	sample of Table	5	US:IL:Chicago	Not applicable	Env.Tb3.3	NA	NA	NA	NA	NA	surface	70	NA	NA	Tb3	Table	Hand	3	NA	NA			
12470.Env.Tb3.4	Env	2016	NA	sample of Table	5	US:IL:Chicago	Not applicable	Env.Tb3.4	NA	NA	NA	NA	NA	surface	291	NA	NA	Tb3	Table	Hand	4	NA	NA			
12470.Env.Tb4.1	Env	2016	NA	sample of Table	5	US:IL:Chicago	Not applicable	Env.Tb4.1	NA	NA	NA	NA	NA	surface	45	NA	NA	Tb4	Table	Hand	1	NA	NA			
12470.Env.Tb4.2	Env	2016	NA	sample of Table	5	US:IL:Chicago	Not applicable	Env.Tb4.2	NA	NA	NA	NA	NA	surface	345	NA	NA	Tb4	Table	Hand	2	NA	NA			
12470.Env.Tb4.3	Env	2016	NA	sample of Table	5	US:IL:Chicago	Not applicable	Env.Tb4.3	NA	NA	NA	NA	NA	surface	76	NA	NA	Tb4	Table	Hand	3	NA	NA			
12470.Env.Tb4.4	Env	2016	NA	sample of Table	5	US:IL:Chicago	Not applicable	Env.Tb4.4	NA	NA	NA	NA	NA	surface	297	NA	NA	Tb4	Table	Hand	4	NA	NA			
